Number of Players,Play Time,Suggested Age,Release Year,Avg. Rating,Weight,Fans,Overall Rank,Strategy Rank,All Time Plays,This Month
2 –4,45 –75,12,2017,7.730,2.89 / 5,691,156,123,59.381,182
